"event_stamp","origin","module","active","records","rate_loop_min","rate_loop_max","rate_loop_avg","rate_loop_med","rate_loop_procs","rate_filter_min","rate_filter_max","rate_filter_avg","rate_filter_med","rate_filter_proc"
"2025-12-31 10:11:02","Procrate","lg","1","2726","30.0","2000.0","286.02","197.5","5.06","6.0","1824.0","237.09","161.0","6.21"
"2025-12-31 10:11:02","Procrate","mb","1","511","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.11","119.0","8.4"
"2025-12-31 10:11:03","Procrate","mx","1","5256","23.0","2000.0","163.96","78.0","12.82","2.0","1681.0","106.94","21.0","47.62"
"2025-12-31 10:11:04","Procrate","wb","1","66531","15.0","1996.0","94.14","40.0","25.0","4.0","1852.0","47.9","20.0","50.0"
"2025-12-31 10:11:04","Procrate","geo","1","10062","358.0","2000.0","710.55","680.0","1.47","325.0","1960.0","656.54","634.0","1.58"
"2025-12-31 10:21:12","Procrate","lg","1","2726","30.0","2000.0","286.02","197.5","5.06","6.0","1824.0","237.09","161.0","6.21"
"2025-12-31 10:21:12","Procrate","mb","1","511","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.11","119.0","8.4"
"2025-12-31 10:21:12","Procrate","mx","1","5259","23.0","2000.0","163.93","78.0","12.82","2.0","1681.0","106.93","21.0","47.62"
"2025-12-31 10:21:13","Procrate","wb","1","66536","15.0","1996.0","94.13","40.0","25.0","4.0","1852.0","47.9","20.0","50.0"
"2025-12-31 10:21:13","Procrate","geo","1","10064","358.0","2000.0","710.58","680.0","1.47","325.0","1960.0","656.57","634.0","1.58"
"2025-12-31 11:12:55","Procrate","lg","1","2738","30.0","2000.0","285.54","197.0","5.08","6.0","1824.0","236.68","161.0","6.21"
"2025-12-31 11:12:55","Procrate","mb","1","511","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.11","119.0","8.4"
"2025-12-31 11:12:55","Procrate","mx","1","5264","23.0","2000.0","163.9","78.0","12.82","2.0","1681.0","106.91","21.0","47.62"
"2025-12-31 11:12:56","Procrate","wb","1","66663","15.0","1996.0","94.07","40.0","25.0","4.0","1852.0","47.86","20.0","50.0"
"2025-12-31 11:12:56","Procrate","geo","1","10083","358.0","2000.0","710.67","680.0","1.47","325.0","1960.0","656.67","634.0","1.58"
"2025-12-31 12:00:02","Procrate","lg","1","2743","30.0","2000.0","285.38","197.0","5.08","6.0","1824.0","236.53","161.0","6.21"
"2025-12-31 12:00:02","Procrate","mb","1","511","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.11","119.0","8.4"
"2025-12-31 12:00:03","Procrate","mx","1","5270","23.0","2000.0","163.79","78.0","12.82","2.0","1681.0","106.84","21.0","47.62"
"2025-12-31 12:00:05","Procrate","wb","1","66724","15.0","1996.0","94.02","40.0","25.0","4.0","1852.0","47.84","20.0","50.0"
"2025-12-31 12:00:06","Procrate","geo","1","10092","358.0","2000.0","710.71","680.0","1.47","325.0","1960.0","656.73","634.0","1.58"
"2025-12-31 18:00:02","Procrate","lg","1","2770","30.0","2000.0","284.46","197.0","5.08","6.0","1824.0","235.76","161.0","6.21"
"2025-12-31 18:00:02","Procrate","mb","1","511","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.11","119.0","8.4"
"2025-12-31 18:00:03","Procrate","mx","1","5311","21.0","2000.0","163.24","78.0","12.82","2.0","1681.0","106.47","21.0","47.62"
"2025-12-31 18:00:05","Procrate","wb","1","67200","15.0","1996.0","93.7","40.0","25.0","4.0","1852.0","47.67","20.0","50.0"
"2025-12-31 18:00:06","Procrate","geo","1","10158","358.0","2000.0","710.7","680.0","1.47","325.0","1960.0","656.78","634.0","1.58"
"2026-01-01 00:00:06","Procrate","lg","1","2785","30.0","2000.0","284.01","197.0","5.08","6.0","1824.0","235.4","161.0","6.21"
"2026-01-01 00:00:06","Procrate","mb","1","512","33.0","1644.0","177.42","143.0","6.99","6.0","1415.0","150.02","119.0","8.4"
"2026-01-01 00:00:07","Procrate","mx","1","5328","21.0","2000.0","163.13","78.0","12.82","2.0","1681.0","106.44","21.0","47.62"
"2026-01-01 00:00:10","Procrate","wb","1","67737","15.0","1996.0","93.33","40.0","25.0","4.0","1852.0","47.48","20.0","50.0"
"2026-01-01 00:00:11","Procrate","geo","1","10205","358.0","2000.0","710.53","680.0","1.47","325.0","1960.0","656.65","634.0","1.58"
"2026-01-01 00:06:04","Procrate","lg","1","2785","30.0","2000.0","284.01","197.0","5.08","6.0","1824.0","235.4","161.0","6.21"
"2026-01-01 00:06:05","Procrate","mb","1","512","33.0","1644.0","177.42","143.0","6.99","6.0","1415.0","150.02","119.0","8.4"
"2026-01-01 00:06:05","Procrate","mx","1","5328","21.0","2000.0","163.13","78.0","12.82","2.0","1681.0","106.44","21.0","47.62"
"2026-01-01 00:06:06","Procrate","wb","1","67742","15.0","1996.0","93.33","40.0","25.0","4.0","1852.0","47.47","20.0","50.0"
"2026-01-01 00:06:06","Procrate","geo","1","10205","358.0","2000.0","710.53","680.0","1.47","325.0","1960.0","656.65","634.0","1.58"
"2026-01-01 01:00:03","Procrate","lg","1","2785","30.0","2000.0","284.01","197.0","5.08","6.0","1824.0","235.4","161.0","6.21"
"2026-01-01 01:00:03","Procrate","mb","1","512","33.0","1644.0","177.42","143.0","6.99","6.0","1415.0","150.02","119.0","8.4"
"2026-01-01 01:00:04","Procrate","mx","1","5333","21.0","2000.0","163.07","78.0","12.82","2.0","1681.0","106.41","21.0","47.62"
"2026-01-01 01:00:08","Procrate","wb","1","67770","15.0","1996.0","93.33","40.0","25.0","4.0","1852.0","47.47","20.0","50.0"
"2026-01-01 01:00:09","Procrate","geo","1","10214","358.0","2000.0","710.64","680.0","1.47","325.0","1960.0","656.77","634.0","1.58"
"2026-01-01 06:00:02","Procrate","lg","1","2804","30.0","2000.0","283.25","197.0","5.08","6.0","1824.0","234.76","161.0","6.21"
"2026-01-01 06:00:03","Procrate","mb","1","512","33.0","1644.0","177.42","143.0","6.99","6.0","1415.0","150.02","119.0","8.4"
"2026-01-01 06:00:03","Procrate","mx","1","5351","21.0","2000.0","162.94","77.0","12.99","2.0","1681.0","106.36","21.0","47.62"
"2026-01-01 06:00:06","Procrate","wb","1","68129","15.0","1996.0","93.08","40.0","25.0","4.0","1852.0","47.36","20.0","50.0"
"2026-01-01 06:00:07","Procrate","geo","1","10252","358.0","2000.0","710.6","680.0","1.47","325.0","1960.0","656.76","634.0","1.58"
"2026-01-01 12:00:02","Procrate","lg","1","2841","30.0","2000.0","282.03","196.0","5.1","6.0","1824.0","233.73","160.0","6.25"
"2026-01-01 12:00:02","Procrate","mb","1","512","33.0","1644.0","177.42","143.0","6.99","6.0","1415.0","150.02","119.0","8.4"
"2026-01-01 12:00:03","Procrate","mx","1","5365","21.0","2000.0","162.85","77.0","12.99","2.0","1681.0","106.35","21.0","47.62"
"2026-01-01 12:00:05","Procrate","wb","1","68658","15.0","1996.0","92.73","40.0","25.0","4.0","1852.0","47.18","20.0","50.0"
"2026-01-01 12:00:05","Procrate","geo","1","10299","358.0","2000.0","710.65","680.0","1.47","325.0","1960.0","656.86","634.0","1.58"
"2026-01-01 18:00:02","Procrate","lg","1","2862","30.0","2000.0","281.35","196.0","5.1","6.0","1824.0","233.16","160.0","6.25"
"2026-01-01 18:00:02","Procrate","mb","1","512","33.0","1644.0","177.42","143.0","6.99","6.0","1415.0","150.02","119.0","8.4"
"2026-01-01 18:00:03","Procrate","mx","1","5377","21.0","2000.0","162.71","77.0","12.99","2.0","1681.0","106.25","21.0","47.62"
"2026-01-01 18:00:06","Procrate","wb","1","69193","15.0","1996.0","92.37","40.0","25.0","4.0","1852.0","47.04","20.0","50.0"
"2026-01-01 18:00:06","Procrate","geo","1","10362","358.0","2000.0","710.36","680.0","1.47","325.0","1960.0","656.62","634.0","1.58"
"2026-01-02 00:00:05","Procrate","lg","1","2887","30.0","2000.0","280.39","196.0","5.1","6.0","1824.0","232.36","160.0","6.25"
"2026-01-02 00:00:06","Procrate","mb","1","512","33.0","1644.0","177.42","143.0","6.99","6.0","1415.0","150.02","119.0","8.4"
"2026-01-02 00:00:07","Procrate","mx","1","5399","21.0","2000.0","162.63","77.0","12.99","2.0","1681.0","106.28","21.0","47.62"
"2026-01-02 00:00:10","Procrate","wb","1","69644","15.0","1996.0","92.06","40.0","25.0","4.0","1852.0","46.91","20.0","50.0"
"2026-01-02 00:00:10","Procrate","geo","1","10419","358.0","2000.0","710.26","680.0","1.47","325.0","1960.0","656.58","634.0","1.58"
"2026-01-02 06:00:05","Procrate","lg","1","2919","30.0","2000.0","279.54","196.0","5.1","6.0","1824.0","231.62","160.0","6.25"
"2026-01-02 06:00:06","Procrate","mb","1","513","33.0","1644.0","177.29","143.0","6.99","6.0","1415.0","149.92","119.0","8.4"
"2026-01-02 06:00:07","Procrate","mx","1","5424","21.0","2000.0","162.44","77.0","12.99","2.0","1681.0","106.17","21.0","47.62"
"2026-01-02 06:00:10","Procrate","wb","1","70234","15.0","1996.0","91.79","40.0","25.0","4.0","1852.0","46.74","20.0","50.0"
"2026-01-02 06:00:10","Procrate","geo","1","10482","358.0","2000.0","710.35","680.0","1.47","325.0","1960.0","656.69","634.0","1.58"
"2026-01-02 12:00:03","Procrate","lg","1","2969","30.0","2000.0","278.84","195.0","5.13","6.0","1824.0","231.2","160.0","6.25"
